,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
20633,467409,Test,U,46.5,0.48,2.25,0.65,3.88,7.27
20638,6547498,Test,M,29.5,0.62,1.67,4.0,0.72,2.65
20656,7074966,Test,M,32.5,0.17,0.13,1.27,1.6,3.17
20673,2898532,Control,M,39.5,2.07,0.62,6.77,1.18,10.63
20680,5604350,Test,U,57.5,0.15,0.78,1.0,0.5,2.43
20694,2946707,Test,M,35.5,0.17,0.27,0.82,4.95,6.2
20699,1625758,Test,M,61.0,0.27,1.05,4.55,1.47,6.57
20721,5446896,Test,F,31.0,0.08,0.17,0.48,1.18,1.92
20726,8699444,Control,M,48.5,0.45,0.73,2.08,1.67,4.93
20758,8837677,Control,F,68.5,0.68,0.3,0.85,2.32,4.15
20775,8420487,Control,U,29.5,0.13,0.28,2.2,1.02,3.63
20780,5252040,Test,U,34.5,0.13,0.27,0.82,1.15,2.37
20813,1284972,Control,U,62.5,1.42,1.77,0.97,0.58,2.05
20827,452274,Control,F,32.5,0.22,0.63,0.27,0.58,1.7
20832,952673,Test,F,50.0,0.28,0.13,0.75,1.93,2.97
20839,5526741,Test,F,41.0,0.58,0.32,1.65,0.37,2.63
20849,5796197,Test,U,61.5,0.32,0.48,5.02,0.63,6.45
20857,1788187,Control,U,23.5,0.75,0.18,0.93,1.0,2.28
20864,3311618,Test,M,46.5,1.67,0.25,1.35,0.65,3.92
20886,8529372,Test,M,41.5,0.32,0.8,1.22,1.13,3.47
20913,6859092,Test,F,32.5,0.15,0.15,0.9,0.32,1.52
20918,5016978,Test,M,30.0,0.28,0.12,1.02,0.33,1.55
20927,2850940,Test,M,58.5,1.08,0.2,0.4,1.7,3.38
20946,3890873,Test,U,34.5,0.88,0.2,1.18,0.55,2.82
20965,3341070,Control,U,37.0,0.2,0.5,2.27,1.85,4.75
20972,1293634,Test,U,28.5,0.13,0.38,0.73,0.78,2.03
20999,6110525,Control,M,58.0,1.12,0.57,4.53,2.6,8.02
21047,7160104,Control,U,43.0,0.18,0.22,1.25,0.35,2.0
21052,2152611,Control,M,65.5,0.67,1.03,0.8,2.98,5.48
21057,5022038,Test,F,51.5,0.07,0.47,0.47,0.52,1.52
21064,4194127,Control,U,49.5,1.05,0.88,2.05,7.9,11.88
21078,5812236,Test,F,66.5,0.2,1.58,0.5,1.52,3.8
21106,8555514,Test,F,27.5,0.13,0.67,2.18,1.42,4.4
21111,2791463,Control,M,71.5,0.2,0.48,0.55,1.3,2.53
21121,3324615,Test,F,28.5,0.2,0.28,0.88,0.32,1.68
21140,3550308,Test,M,51.5,0.1,0.18,0.32,4.45,5.05
21147,7218744,Control,F,38.5,0.3,0.17,1.35,2.38,4.2
21152,7449386,Test,M,47.5,0.05,0.1,0.63,0.27,1.05
21162,6943784,Test,M,56.5,0.35,0.22,1.73,0.37,2.57
21182,13735,Test,M,27.5,0.18,0.13,0.88,2.15,3.35
21188,1118533,Control,F,58.5,0.42,0.57,2.68,0.9,4.38
21199,954858,Test,M,31.0,0.18,0.17,1.42,0.73,2.25
21208,2236448,Control,U,20.0,0.13,0.3,1.57,0.88,2.88
21213,4681050,Test,U,45.5,0.08,0.27,1.18,2.85,4.38
21231,8987178,Control,U,23.5,0.17,0.07,0.47,0.77,1.47
21236,7906167,Control,U,54.5,2.05,4.45,4.37,4.58,6.33
21254,4374194,Control,F,63.5,1.93,0.32,0.5,6.43,8.83
21265,1175592,Control,M,62.5,0.32,0.8,1.7,2.0,4.82
21272,1062828,Control,F,36.5,0.47,0.13,1.8,1.13,3.53
21282,8180590,Test,U,57.0,0.32,1.95,3.02,1.55,6.83
21287,628431,Control,M,57.5,0.9,0.73,3.37,1.5,6.5
21292,2497235,Control,F,50.5,0.55,0.43,2.0,2.4,5.38
21301,7443147,Control,U,60.5,0.95,0.2,1.95,1.65,4.75
21325,2200335,Test,U,33.5,0.07,0.25,1.33,0.6,2.25
21330,8190057,Control,U,60.5,0.18,0.87,1.17,2.48,4.7
21336,1078850,Test,U,31.5,0.13,1.15,2.43,1.22,4.93
21346,6299026,Test,U,33.0,0.17,0.22,0.4,0.28,1.07
21351,1118126,Test,M,38.5,0.22,0.33,2.82,0.95,4.32
21356,3134144,Test,U,34.5,0.55,0.67,3.93,1.7,6.85
21361,8144018,Test,U,32.5,0.13,0.35,0.83,0.32,1.63
21366,4496335,Control,M,61.5,0.62,0.27,1.4,6.08,8.37
21372,7859178,Control,F,50.0,0.63,0.23,1.33,0.98,2.78
21380,9339716,Test,U,66.5,0.3,0.3,0.33,1.35,2.28
21386,8254071,Control,F,69.5,0.53,0.2,0.82,2.13,3.68
21395,5048059,Control,U,46.5,1.5,1.35,5.55,2.13,10.53
21400,9290249,Test,M,36.5,0.35,1.1,2.08,0.52,2.02
21417,2660822,Test,U,23.5,0.05,1.03,1.43,0.5,3.02
21425,8260202,Test,M,68.5,0.22,0.7,0.88,2.03,3.83
21431,6335357,Test,U,21.5,0.1,0.52,1.73,1.43,3.78
21458,7565697,Test,F,67.5,0.35,0.33,1.47,0.65,1.15
21472,4324676,Control,M,45.0,0.12,0.27,1.4,0.58,2.37
21477,9808929,Test,U,47.5,0.2,0.43,1.23,1.15,3.02
21482,6985890,Control,M,62.5,0.17,0.83,0.4,1.25,2.65
21508,4365422,Test,F,50.0,1.27,2.65,3.0,3.52,9.22
21533,2203738,Control,M,44.0,1.18,0.22,2.23,0.4,4.03
21546,7710207,Test,M,54.5,0.08,0.22,2.25,0.35,2.9
21551,2331081,Test,F,66.5,0.12,0.5,0.52,1.1,2.23
21584,2237173,Test,M,69.0,0.55,0.62,0.78,2.67,4.47
21591,634434,Test,M,68.5,0.33,1.75,0.55,0.47,3.1
21603,3638086,Test,U,34.0,0.95,0.22,0.57,0.62,2.35
21608,626894,Test,M,32.0,0.08,0.27,1.33,1.37,3.05
21613,5008443,Test,F,52.5,0.83,0.37,2.47,0.75,4.42
21618,5950896,Test,U,36.5,1.3,1.38,2.33,2.37,3.98
21628,9624739,Control,U,46.0,0.92,0.17,2.68,0.65,3.88
21639,1340512,Test,U,34.5,0.55,0.17,2.13,0.45,3.3
21646,9058953,Test,M,52.5,0.2,1.33,2.15,2.63,6.32
21665,7171199,Control,U,25.5,0.22,1.8,2.32,1.13,5.38
21697,2707257,Control,U,29.0,0.17,0.05,2.02,0.5,2.73
21702,3979168,Control,U,55.0,0.07,0.42,0.42,1.1,2.0
21712,3479493,Control,M,63.0,0.27,1.78,1.6,4.62,8.27
21720,4170491,Control,U,42.0,0.17,0.47,2.3,1.02,3.95
21725,2512607,Control,U,57.0,0.88,2.28,4.37,2.47,5.45
21749,9363715,Control,F,45.5,0.2,0.78,1.65,0.72,3.35
21795,8134938,Control,M,28.5,0.67,0.1,1.38,1.25,3.4
21800,8642933,Test,M,56.5,0.22,0.15,0.47,1.47,2.13
21809,2805504,Control,F,53.5,0.97,0.38,1.6,2.32,5.27
21814,5943882,Control,M,50.5,1.4,1.78,1.02,2.92,7.12
21819,5986644,Test,M,74.0,0.37,10.7,2.13,1.33,2.18
21836,5045588,Test,M,64.5,0.08,0.43,0.77,1.27,2.55
21865,6642,Control,M,35.5,0.18,0.55,1.4,5.25,7.38
21870,1445649,Control,M,53.5,0.3,0.12,2.23,0.92,3.57
21875,5223510,Test,M,71.5,0.38,0.23,0.55,5.92,7.08
21880,5315941,Test,F,30.5,0.17,0.08,0.88,1.15,2.28
21887,2269341,Test,U,50.5,0.12,0.48,1.27,0.92,2.78
21892,3283879,Control,M,29.5,0.13,0.37,1.48,0.95,2.93
21923,9621695,Test,U,66.5,0.47,0.13,0.37,1.77,2.73
21929,2322348,Control,F,65.5,0.82,3.03,2.18,4.72,10.75
21943,3971621,Test,U,64.5,0.13,0.17,0.53,0.35,1.1
21950,4308154,Control,U,44.0,0.12,0.15,1.97,0.72,2.95
21955,5245124,Test,M,37.0,0.45,0.8,2.95,3.5,7.7
21972,8266748,Test,F,33.5,0.13,1.2,1.73,2.85,5.92
21985,1789128,Control,F,50.5,0.17,0.1,1.7,1.07,2.98
21999,6032872,Test,U,43.5,1.32,0.97,2.17,1.68,5.27
22011,5794543,Test,M,53.5,0.1,0.92,1.7,1.22,3.93
22024,9912935,Test,F,47.5,0.58,0.7,3.47,1.68,6.43
22060,9456922,Control,U,46.5,0.27,0.1,1.37,1.05,2.78
22087,5358303,Control,F,53.5,0.68,0.17,3.4,3.48,7.73
22092,6856821,Control,F,59.5,1.33,0.13,1.35,4.0,5.77
22100,4676984,Control,M,39.0,0.15,0.1,1.45,0.35,2.05
22106,6351716,Control,U,51.5,0.9,0.25,4.18,3.03,8.37
22114,540589,Test,M,66.5,0.12,0.43,0.25,1.18,1.98
22119,4945469,Test,F,56.5,0.08,0.85,0.42,2.2,3.55
22134,3536773,Test,M,55.5,0.18,0.35,2.07,0.95,3.55
22139,4075251,Test,M,50.5,0.18,0.72,0.82,1.68,3.4
22152,8018499,Test,M,31.5,0.77,1.03,0.87,0.33,3.0
22159,8320017,Test,M,34.5,0.3,0.27,1.05,0.37,1.98
22164,339004,Control,M,31.0,0.18,0.38,2.07,0.4,3.03
22177,66539,Test,M,31.5,0.12,0.23,1.87,0.5,2.72
22200,9260966,Test,F,29.5,0.18,0.7,1.9,1.17,3.95
22205,6642237,Control,F,52.0,0.77,0.27,1.45,1.33,3.82
22210,4868943,Test,U,39.5,0.28,0.32,0.72,0.95,2.07
22217,4400106,Test,F,65.5,0.13,0.92,0.8,1.65,3.5
22241,8685525,Control,F,42.0,1.45,1.07,1.6,1.4,5.52
22252,8509827,Control,M,47.5,0.08,0.13,2.02,6.22,8.45
22258,5908066,Test,F,49.5,0.2,0.58,2.2,2.63,5.62
22266,5742352,Control,M,28.5,0.13,0.13,1.85,1.87,3.98
22284,3662008,Test,M,49.5,0.18,0.7,1.3,1.13,3.32
22294,1234545,Test,M,67.5,0.88,1.48,0.77,1.3,2.03
22303,4795946,Control,M,56.5,0.22,0.13,3.83,5.93,10.12
22308,9097207,Control,F,43.5,0.33,0.37,3.05,2.23,5.98
22325,9927319,Test,M,47.5,0.08,0.32,0.35,0.87,1.62
22330,2041796,Test,F,53.0,0.13,0.13,0.92,0.45,1.63
22349,5289052,Control,M,46.5,0.52,0.4,1.43,1.2,3.48
22369,27907,Test,U,52.5,0.07,0.1,0.87,5.15,6.18
22379,4175200,Test,F,24.0,0.15,0.08,0.9,0.25,1.38
22385,8408200,Control,M,28.5,0.07,0.12,1.37,0.57,2.12
22411,6618377,Control,F,38.5,0.18,0.17,0.7,1.2,2.25
22416,270682,Control,U,61.5,0.27,0.25,1.53,0.82,2.87
22441,260044,Test,U,39.5,0.15,0.22,1.78,0.62,2.77
22446,2227327,Test,M,51.5,0.57,1.65,0.55,0.78,3.1
22458,7670796,Control,M,61.5,0.83,0.38,0.3,1.98,2.58
22477,6003230,Test,F,56.0,0.38,22.58,0.17,0.37,1.15
22485,3849263,Test,F,63.5,0.18,0.45,0.62,1.73,2.98
22491,2781665,Test,U,44.5,0.15,0.45,2.87,4.3,7.77
22501,3317639,Test,M,67.5,1.78,2.42,10.85,0.0,10.33
22526,9174161,Control,F,32.5,0.68,1.07,1.3,1.2,4.25
22533,5155886,Test,U,27.5,0.13,0.32,1.32,1.03,2.8
22539,3652116,Control,M,35.5,0.53,0.25,1.2,0.77,2.48
22558,6195482,Control,M,45.0,0.07,0.4,1.45,0.32,2.23
22563,6617331,Control,U,23.5,0.05,0.08,0.85,1.45,2.43
22584,8077552,Test,U,37.5,0.28,1.28,7.97,0.82,10.35
22627,2821646,Test,U,32.5,0.15,0.22,1.37,1.75,3.48
22656,1613132,Control,M,70.5,0.52,1.05,0.62,6.6,8.78
22664,6670895,Test,U,37.5,0.33,1.7,1.57,0.38,3.72
22673,1564585,Control,U,24.5,0.08,0.15,0.83,2.27,3.33
22686,5122706,Control,U,25.5,0.42,0.18,1.48,1.75,3.83
22691,9878614,Control,M,25.5,0.07,0.08,1.68,0.47,2.3
22701,6122858,Control,M,36.5,0.97,0.57,1.6,3.57,6.7
22707,3678087,Test,M,59.5,0.07,1.25,1.52,0.52,3.35
22712,4070558,Test,F,29.5,0.13,0.22,0.45,0.32,1.12
22717,5574306,Test,F,40.5,0.2,0.95,2.98,4.23,5.2
22746,9858493,Control,F,60.5,1.15,2.25,1.1,2.68,7.18
22760,5700177,Control,F,24.0,0.32,0.43,0.6,1.0,2.35
22775,8424498,Control,F,55.5,0.38,0.9,1.0,1.6,3.88
22780,5874439,Test,F,24.5,0.23,0.25,1.23,0.35,2.07
22805,5619094,Test,M,78.5,0.25,0.42,1.53,2.37,4.57
22810,4805602,Control,U,31.0,0.08,0.55,2.43,2.48,5.55
22822,1891378,Control,M,59.5,0.2,0.15,2.77,1.23,4.35
22827,3322887,Test,M,17.5,0.32,0.67,0.62,0.45,2.05
22832,7596918,Control,U,39.5,0.37,0.87,0.92,0.62,2.57
22840,6646736,Test,U,61.5,0.12,0.62,0.45,0.7,1.88
22859,9499259,Control,M,64.5,0.2,0.85,0.92,1.18,3.15
22894,7790935,Test,U,29.5,0.27,0.23,0.25,0.75,1.5
22899,1088932,Test,M,45.5,0.08,0.15,0.57,1.67,2.47
22905,943955,Control,M,68.5,0.25,2.62,2.57,1.37,6.8
22910,2353620,Test,U,68.5,1.87,0.67,0.77,1.17,4.47
22915,5536159,Control,M,62.5,0.92,0.48,1.02,4.02,6.43
22922,8389387,Control,M,35.5,0.13,0.12,1.73,0.57,2.55
22927,7890929,Control,U,50.5,0.33,0.35,1.97,1.83,4.48
22932,9499078,Test,U,35.0,0.22,0.3,1.27,6.53,8.32
22939,7026629,Control,F,46.0,0.3,0.33,1.72,2.02,4.37
22953,2222556,Test,U,61.5,0.2,0.37,0.72,4.02,5.3
22958,1553394,Test,U,63.5,0.27,0.45,0.73,1.17,2.62
22963,5611560,Control,M,63.5,1.1,2.43,0.95,1.27,2.78
22976,478808,Test,U,31.5,0.48,0.3,1.17,0.48,2.08
22983,1831070,Test,F,36.0,0.05,0.28,1.3,0.28,1.92
22999,8175407,Test,U,48.5,0.12,0.35,2.23,1.28,3.98
23008,6264472,Test,M,36.5,0.88,1.33,2.33,0.32,2.05
23022,3065805,Test,U,53.0,0.53,0.37,0.83,0.57,2.3
23027,9593590,Test,U,52.5,0.15,0.33,1.6,1.15,3.23
23048,4766855,Test,F,46.5,0.17,0.18,0.87,0.47,1.68
23053,3383807,Test,M,32.5,0.22,0.1,2.12,1.18,3.62
23058,208156,Test,M,72.0,0.5,0.75,1.85,0.43,1.53
23068,2659593,Test,F,67.5,0.22,0.32,0.32,1.12,1.97
23083,4326386,Control,F,61.5,0.33,0.6,1.57,1.0,3.5
23089,7675311,Test,F,35.5,0.72,0.23,0.4,0.33,1.08
23104,3367240,Test,U,27.5,0.22,0.07,1.4,0.3,1.98
23109,9673113,Test,M,70.5,0.13,0.78,1.18,5.6,7.7
23114,8341006,Control,M,41.5,0.17,0.42,5.4,0.02,6.0
23127,2549206,Control,M,43.0,0.15,0.35,1.67,0.45,2.62
23132,6586396,Control,U,30.0,0.25,2.47,1.02,0.95,4.68
23144,6904,Test,M,64.5,0.13,0.5,0.8,0.65,2.08
23154,7911549,Test,U,65.5,0.75,2.32,0.98,1.68,5.73
23159,3562505,Control,U,39.5,0.17,0.18,1.87,1.27,3.48
23170,6719942,Test,M,48.5,0.13,0.65,1.67,1.1,3.55
23199,8900157,Test,M,27.5,1.97,0.15,1.02,0.32,3.35
23220,4557366,Control,M,44.5,0.5,0.18,3.62,5.77,10.07
23231,9164563,Control,F,22.5,0.8,3.4,4.62,2.58,11.4
23236,2685910,Test,F,57.5,0.05,1.87,0.47,0.98,3.37
23243,7207836,Test,F,24.0,0.32,0.25,3.13,0.35,3.8
23277,7158238,Test,M,32.5,0.18,1.0,3.57,0.48,5.23
23282,4312637,Test,F,45.5,0.75,0.58,1.18,0.4,2.92
23289,1419363,Test,F,36.5,0.18,1.13,1.37,1.2,3.88
23295,9740514,Test,M,36.5,0.12,0.17,2.63,0.55,3.47
23300,1975649,Control,U,50.5,0.35,0.12,2.52,1.02,4.0
23307,4444070,Test,M,24.0,1.32,0.32,0.65,0.37,2.65
23323,4490901,Control,U,35.5,0.15,0.1,1.72,0.87,2.83
23336,8163594,Control,M,59.5,1.53,1.3,5.83,1.87,3.5
23348,7367037,Control,U,37.5,0.52,0.15,1.08,0.65,2.4
23353,7776170,Test,F,54.5,1.23,0.07,0.58,0.33,2.08
23364,7910385,Control,M,56.5,1.35,0.28,1.0,1.77,3.87
23371,7693085,Test,F,33.5,0.12,0.5,0.65,0.45,1.72
23376,1892368,Control,F,31.5,0.15,0.12,2.1,0.68,3.05
23385,3875579,Test,F,78.5,0.27,0.9,0.68,1.45,3.3
23396,8889690,Test,F,49.5,0.08,0.43,1.13,0.58,2.23
23401,9278592,Test,F,45.5,0.15,0.32,0.7,0.47,1.63
23421,7061359,Control,M,67.5,0.42,1.52,1.15,2.98,5.85
23430,8597482,Test,U,37.5,1.33,0.92,1.17,1.65,4.12
23438,4663381,Test,U,59.5,0.35,0.0,2.08,2.37,4.8
23442,609351,Control,M,35.5,1.6,0.12,0.45,1.1,2.53
23449,849561,Control,M,62.0,0.52,0.58,0.9,0.77,2.5
23463,8557245,Control,M,37.0,0.17,1.15,3.0,1.13,5.45
23470,2427690,Control,F,61.5,0.12,0.93,0.42,1.08,2.55
23475,3705725,Test,M,65.5,0.28,0.85,0.77,0.93,2.83
23490,9661591,Control,M,36.5,0.33,0.6,0.47,0.8,2.2
23495,4029048,Control,U,47.5,0.78,0.13,2.18,1.38,4.48
23500,1202704,Test,F,26.0,0.37,0.17,1.92,1.68,4.13
23512,8643625,Control,M,42.5,0.92,0.75,1.47,2.6,5.73
23517,8016271,Control,U,21.5,0.4,0.82,2.33,1.03,4.58
23525,4348722,Test,F,75.0,0.33,0.58,0.53,0.82,2.27
23530,2284215,Control,U,33.5,0.25,0.1,1.17,4.6,6.12
23536,5280625,Control,F,67.5,0.58,0.17,0.78,3.27,4.8
23542,125305,Control,M,33.5,0.12,0.1,1.0,0.53,1.75
23560,6552948,Test,F,28.0,1.03,4.18,5.05,0.67,6.02
23583,2981422,Control,M,70.5,0.27,1.03,0.95,1.5,3.75
23593,4505692,Test,M,30.5,0.98,0.15,0.93,0.4,2.38
23608,1927579,Test,M,54.5,0.08,0.33,1.17,1.82,3.4
23629,8632972,Test,U,23.0,0.23,0.23,1.3,0.83,2.47
23637,8835876,Test,U,28.5,1.98,0.13,0.57,0.27,2.95
23642,1778976,Test,M,32.5,0.65,0.22,1.15,2.07,4.08
23678,3173760,Control,M,29.5,1.05,1.38,1.87,0.97,5.27
23683,7787484,Test,M,57.0,0.25,0.32,1.08,4.13,5.78
23707,3768610,Test,F,29.5,1.4,0.03,0.83,0.6,2.8
23717,1356288,Test,M,37.5,0.07,0.35,1.5,0.42,2.33
23722,8375573,Test,U,33.5,0.05,0.08,0.75,0.38,1.27
23738,3185996,Control,M,50.5,0.2,0.52,1.93,0.43,1.23
23770,7507623,Test,M,66.5,0.4,0.22,0.42,0.52,1.2
23779,3844895,Test,F,54.0,1.38,2.13,13.45,0.72,8.13
23803,8355291,Control,M,45.5,0.05,0.12,4.73,0.5,5.4
23812,1075256,Control,M,60.0,0.3,0.3,1.45,2.78,4.83
23818,487248,Control,F,27.5,0.1,0.12,0.83,0.73,1.78
23823,8238021,Test,F,32.5,0.12,0.1,1.82,1.9,3.93
23833,6463094,Test,U,44.5,0.22,1.17,0.75,0.5,2.63
23841,7398565,Control,M,46.0,0.37,0.45,1.58,0.63,2.78
23866,3850432,Test,U,64.0,0.13,0.3,0.22,0.72,1.37
23873,8039815,Test,F,26.5,0.22,0.68,0.33,0.23,0.67
23882,7163998,Control,U,21.5,0.08,0.12,0.97,1.97,3.13
23887,5217472,Control,M,34.5,0.58,0.1,0.92,0.65,2.25
23903,3291616,Control,U,24.5,0.07,0.08,0.53,0.48,1.17
23909,8239508,Control,U,27.5,0.08,0.1,0.6,0.65,1.43
23922,320094,Test,M,52.5,0.07,0.48,1.45,1.27,3.27
23958,5388915,Test,U,27.0,0.1,0.3,1.25,0.75,2.4
23963,2210348,Control,U,22.5,0.42,0.13,4.72,0.02,5.28
23983,6381407,Test,U,28.5,0.08,0.42,0.83,0.28,1.62
24003,1815997,Test,M,32.0,0.23,0.32,6.37,0.57,7.48
24017,7228877,Test,F,57.5,0.12,0.33,0.37,0.98,1.8
24022,3764472,Test,M,35.5,0.25,0.15,0.92,0.42,1.73
24041,808964,Control,U,60.5,0.7,1.17,0.87,3.62,6.35
24053,8847678,Control,M,23.5,0.12,0.1,1.03,0.55,1.8
24058,2424965,Control,F,63.5,0.52,1.65,0.4,1.12,3.68
24064,9879012,Control,M,22.5,0.25,0.53,1.57,0.75,3.1
24071,3441915,Control,F,60.5,1.42,0.8,1.82,2.3,5.23
24093,1721019,Test,U,27.5,0.12,0.15,1.07,1.45,2.78
24107,6672577,Test,M,30.5,2.12,0.13,2.22,0.68,5.07
24114,4132062,Control,U,27.0,0.13,0.15,0.75,0.4,1.43
24168,309362,Test,U,54.5,0.28,1.57,1.53,1.25,4.63
24183,8262941,Control,U,27.5,0.32,0.1,0.83,0.83,2.08
24223,944222,Test,U,23.5,0.12,0.35,4.43,0.43,5.33
24229,7257825,Test,U,31.5,0.13,0.22,1.37,0.97,2.68
24251,4320842,Test,F,59.5,0.2,0.28,0.68,2.53,3.7
24261,2437429,Control,F,36.5,0.4,0.1,0.52,0.77,1.78
24266,6499742,Control,U,28.5,0.62,0.07,1.05,1.25,2.98
24287,4845568,Test,U,51.0,0.37,0.2,10.7,0.47,11.73
24301,5217337,Control,U,25.5,0.15,0.15,2.12,1.83,4.25
24306,6233433,Control,M,50.5,0.28,0.42,1.8,4.25,6.75
24311,679426,Control,M,63.5,0.95,1.55,0.92,5.13,8.55
24320,8976740,Test,F,32.5,0.18,1.63,0.83,0.83,3.48
24325,2789495,Control,F,53.0,0.13,0.12,0.35,0.82,1.42
24331,2348840,Control,F,60.5,0.25,0.73,0.67,1.95,3.6
24336,6975917,Control,M,43.0,0.22,0.27,1.32,0.42,2.22
24350,6660610,Control,F,64.0,0.07,0.67,0.37,1.03,2.13
24372,9671649,Test,F,68.5,0.07,0.17,2.52,1.45,4.2
24388,1657400,Test,M,79.5,0.2,1.02,1.78,7.47,10.47
24393,905532,Control,M,51.5,0.05,0.1,2.0,1.48,3.63
24398,6367708,Test,M,26.0,0.65,0.27,0.92,0.4,1.78
24405,1103375,Control,M,46.5,0.87,4.77,1.95,1.15,8.73
24412,4253810,Control,U,24.5,0.18,0.13,0.68,1.03,2.03
24421,6637378,Test,U,22.5,0.08,0.05,0.57,0.73,1.43
24426,2834150,Test,U,31.5,0.12,0.12,1.67,0.68,2.58
24431,2999505,Control,M,23.5,0.47,0.32,1.07,0.62,1.85
24441,6918429,Test,U,25.5,0.07,0.13,0.77,2.42,3.38
24471,4007571,Test,U,21.5,0.18,0.43,2.33,0.42,3.37
24484,7848994,Control,U,22.5,0.13,0.17,0.92,0.82,2.03
24489,3950893,Test,U,33.5,0.07,0.3,0.8,0.57,1.73
24507,9319290,Test,M,36.5,0.17,0.5,0.55,0.3,1.52
24512,2442831,Test,U,25.5,0.2,0.22,1.2,0.97,2.5
24519,685752,Test,U,29.5,1.27,1.87,3.47,5.25,11.85
24531,4590672,Control,U,33.5,0.07,0.1,1.93,0.45,2.55
24548,5567976,Control,F,42.5,0.15,0.1,1.3,1.37,2.92
24559,6243375,Test,U,26.5,0.07,0.6,1.02,0.97,2.65
24564,8651045,Control,U,23.0,0.08,0.18,0.48,0.57,1.32
24570,480995,Test,U,31.5,0.22,3.9,3.45,3.45,11.02
24586,9568650,Control,U,35.5,0.28,0.77,1.32,0.95,3.32
24611,9525187,Test,F,67.0,0.45,0.85,1.5,6.45,8.95
24633,4925079,Test,F,56.0,0.3,1.32,1.18,4.62,7.42
24664,3033091,Control,F,56.5,1.03,0.98,2.3,0.78,5.1
24673,3844318,Test,F,52.5,0.05,7.23,1.22,0.83,9.33
24678,2393856,Control,F,54.5,0.13,2.17,2.08,0.93,5.32
24684,4160315,Control,U,60.5,0.22,0.3,6.32,3.92,10.75
24689,5921420,Test,M,48.0,0.33,0.97,1.4,0.93,3.63
24696,1836254,Test,F,58.5,0.07,0.48,0.55,2.42,3.52
24705,510580,Test,F,70.5,2.07,0.2,0.57,2.3,4.83
24717,7573990,Control,U,30.0,0.18,0.62,1.28,0.55,2.63
24729,2022026,Control,F,29.5,0.23,0.05,1.48,0.35,2.12
24814,3148379,Control,M,32.5,0.33,0.37,3.08,1.4,5.18
24819,8309083,Test,U,28.5,0.25,0.42,1.07,1.57,3.3
24828,9343822,Test,F,49.5,0.25,0.32,2.48,0.7,3.55
24847,2565963,Test,U,48.5,0.28,0.53,1.53,0.67,3.02
24858,9920743,Test,M,43.0,0.13,0.47,0.85,0.97,2.42
24870,463414,Test,M,45.5,0.18,0.2,1.22,0.47,2.07
24875,7914621,Test,M,32.5,0.07,0.17,1.03,0.32,1.58
24882,9924218,Test,M,33.5,0.3,0.65,1.6,0.4,2.95
24899,9889913,Test,F,42.5,0.18,1.32,0.63,0.53,2.35
24917,6504363,Test,U,63.5,0.2,0.68,1.98,2.92,5.78
24939,2937954,Test,F,33.5,0.1,7.02,3.3,7.28,12.58
24960,6835030,Control,U,64.5,0.28,0.73,0.55,2.03,3.6
24967,8201692,Control,U,25.5,0.42,0.22,1.63,0.98,3.25
24973,8139858,Test,U,68.5,0.33,0.63,1.73,1.12,3.82
24978,4592177,Control,U,50.5,0.17,0.53,1.02,1.28,3.0
24996,6063870,Control,U,18.5,0.33,0.1,0.85,0.87,1.93
25003,8235049,Test,M,50.5,0.1,0.62,0.8,1.83,3.35
25008,5035892,Control,F,34.5,0.63,0.58,1.18,2.08,4.48
25042,2404609,Test,U,73.5,0.22,0.38,0.92,0.85,2.37
25050,1456421,Control,M,26.0,0.05,0.18,1.28,2.38,3.9
25055,183399,Control,M,53.5,0.42,0.35,2.68,3.6,7.05
25060,5966640,Control,U,56.5,1.98,1.88,8.62,0.63,3.62
25123,5415276,Control,M,58.5,0.83,7.78,5.68,0.7,3.18
25145,5088541,Control,M,55.0,0.1,0.72,3.9,1.57,6.28
25151,9594106,Control,F,29.5,1.13,0.53,1.12,2.48,5.27
25156,928205,Test,M,27.5,0.07,0.47,2.2,1.0,3.73
25174,161491,Control,M,42.5,0.8,1.03,2.15,4.4,8.38
25187,4812146,Control,F,55.5,0.7,0.15,4.9,2.75,8.5
25200,1989165,Control,F,51.0,0.05,0.42,0.35,0.42,1.23
25210,356581,Control,U,64.5,0.35,0.18,0.65,1.7,2.88
25215,9060189,Control,M,74.5,1.75,1.07,0.97,4.62,8.4
25226,3743,Control,U,30.0,0.22,0.65,2.35,1.65,4.87
25241,5811120,Test,U,36.0,0.75,0.5,2.0,1.47,4.72
25246,8089480,Test,F,45.5,0.07,0.42,1.2,2.1,3.78
25266,5580011,Test,U,23.5,0.18,0.17,1.17,0.53,2.05
25271,8738260,Control,U,40.5,0.35,0.12,1.53,1.2,3.2
25276,3772689,Test,F,66.5,0.17,0.28,0.75,5.17,6.37
25281,6680536,Test,F,68.5,1.25,0.37,0.3,0.47,1.98
25288,1905509,Control,M,44.0,1.88,0.27,1.4,1.1,4.55
25297,1101457,Control,F,63.0,1.97,0.98,0.82,0.62,3.22
25322,4917405,Test,U,26.5,0.63,0.18,1.37,4.5,6.68
25327,6898251,Test,F,32.5,0.1,0.17,0.52,0.38,1.17
25333,1363528,Control,U,33.0,0.12,0.23,0.85,0.48,1.68
