,Client ID,Variation,gendr,clnt_age,start_to_step_1_mins,step_1_to_2_mins,step_2_to_3_mins,step_3_to_con_mins,total_time_mins
474,410752,Test,M,19.0,0.11666666666666667,0.31666666666666665,0.6833333333333333,0.7,1.8166666666666667
479,3979917,Control,M,63.0,0.1,0.31666666666666665,0.6666666666666666,0.6333333333333333,1.7166666666666666
485,7759130,Test,U,64.5,0.8166666666666667,0.15,2.216666666666667,11.6,14.783333333333333
490,5587497,Control,U,64.0,0.36666666666666664,0.75,1.2166666666666666,0.0,0.0
498,4264493,Control,U,22.5,0.11666666666666667,0.11666666666666667,0.9166666666666666,1.15,2.3
504,5816825,Test,F,54.5,6.216666666666667,0.05,1.7666666666666666,3.3,11.05
511,9692048,Control,M,38.0,0.11666666666666667,0.18333333333333332,0.0,0.0,0.0
523,9250552,Control,U,33.5,0.35,0.9,0.75,1.2,3.2
528,1730954,Control,F,36.5,6.383333333333334,0.2,2.8666666666666667,0.95,7.483333333333333
536,2264903,Test,M,61.0,0.21666666666666667,0.23333333333333334,0.7833333333333333,0.4,1.4666666666666666
545,7321667,Test,U,39.5,0.9333333333333333,0.5666666666666667,0.7166666666666667,0.4166666666666667,1.8666666666666667
563,1460648,Test,F,40.5,0.13333333333333333,0.2833333333333333,0.8,2.8,4.016666666666667
570,2942135,Test,U,68.5,0.11666666666666667,0.8833333333333333,0.7666666666666667,1105.0666666666666,1106.8333333333333
576,1459001,Control,M,72.0,6.25,0.0,0.0,39869.316666666666,39869.316666666666
582,6398341,Control,F,33.5,2.283333333333333,0.45,1.8666666666666667,0.7833333333333333,3.533333333333333
590,5531076,Control,M,44.5,0.06666666666666667,0.7833333333333333,0.8,0.36666666666666664,2.0166666666666666
596,3162487,Test,U,40.0,1.9833333333333334,0.3,1.7,0.65,2.5
610,2570380,Control,U,52.5,0.16666666666666666,0.3333333333333333,2.0833333333333335,0.7666666666666667,3.35
617,5449775,Control,U,28.5,0.3,0.43333333333333335,4.133333333333334,1.1666666666666667,5.633333333333334
625,8415669,Control,M,59.5,1.3166666666666667,0.4666666666666667,1.7,2.816666666666667,6.3
630,6810931,Test,U,23.0,0.2,0.5166666666666667,0.0,0.0,0.0
635,6737425,Test,M,59.5,0.38333333333333336,0.35,0.6,0.5666666666666667,1.65
642,7949341,Test,U,48.0,0.18333333333333332,0.5666666666666667,6.85,0.0,0.0
649,7458635,Control,U,26.5,18.5,1.7666666666666666,7.433333333333334,3.033333333333333,3.65
664,3322068,Test,F,45.0,0.7833333333333333,0.0,0.0,0.0,0.0
666,1643775,Control,U,18.0,0.08333333333333333,0.4,0.75,0.3333333333333333,1.5666666666666667
671,934609,Test,F,54.0,5.5,0.0,0.0,0.0,0.0
678,2408879,Test,U,49.0,0.18333333333333332,0.85,2.433333333333333,0.85,3.566666666666667
688,1596507,Test,F,78.0,0.8,0.38333333333333336,0.35,0.0,0.0
698,8763719,Control,M,40.0,0.8666666666666667,2.35,1.3,0.35,1.9666666666666666
706,7702214,Control,U,32.0,0.15,0.11666666666666667,0.0,0.0,0.0
710,200698,Test,M,31.5,0.2833333333333333,0.1,1.1166666666666667,1.0333333333333334,2.533333333333333
715,7449147,Control,F,26.5,0.16666666666666666,0.08333333333333333,1.3,1.2666666666666666,2.816666666666667
720,2096514,Control,F,59.5,0.36666666666666664,0.5,2.5833333333333335,6.05,9.5
726,5474775,Test,F,40.5,0.3,0.13333333333333333,2.216666666666667,0.6833333333333333,3.3333333333333335
731,6226205,Test,F,68.5,0.8666666666666667,0.8833333333333333,1.95,13.166666666666666,16.866666666666667
736,2069824,Control,F,50.5,0.5333333333333333,0.11666666666666667,2.3,0.9,3.6666666666666665
746,7045562,Control,U,33.5,0.3333333333333333,0.8166666666666667,2.5833333333333335,0.45,4.183333333333334
754,5376149,Control,M,56.5,0.5833333333333334,0.4166666666666667,1.1166666666666667,1.5833333333333333,3.7
759,148954,Control,F,59.5,0.2833333333333333,0.5333333333333333,0.7333333333333333,1.3833333333333333,2.933333333333333
764,7803610,Test,U,29.0,0.31666666666666665,0.08333333333333333,0.31666666666666665,0.5333333333333333,0.9833333333333333
771,7772844,Test,U,37.5,0.38333333333333336,0.11666666666666667,0.4,0.5333333333333333,1.2166666666666666
778,4681026,Control,U,57.0,0.2,0.45,0.7833333333333333,1.1166666666666667,2.55
783,9242446,Control,M,70.0,0.25,0.5,0.7833333333333333,1.25,2.783333333333333
788,1905822,Control,F,28.5,0.4666666666666667,0.5166666666666667,3.7,1.1,5.783333333333333
797,6980695,Control,U,74.5,0.31666666666666665,0.9166666666666666,0.35,1.2,2.783333333333333
804,3097635,Test,M,22.0,1.3666666666666667,4.683333333333334,1.7833333333333334,0.0,0.0
816,2559930,Control,F,50.0,0.26666666666666666,0.0,0.0,0.0,0.0
818,2693746,Control,M,51.5,0.25,0.6666666666666666,1.6333333333333333,0.9833333333333333,3.533333333333333
825,9073948,Control,U,58.5,0.26666666666666666,0.7833333333333333,0.6333333333333333,1.3166666666666667,2.8666666666666667
834,9897542,Control,U,23.0,1.3666666666666667,1.6666666666666667,1.0333333333333334,0.5666666666666667,4.633333333333334
842,6652996,Control,F,50.0,0.18333333333333332,0.43333333333333335,1.95,0.0,0.0
850,1592329,Control,U,27.5,0.15,0.15,1.2,1.1166666666666667,2.6166666666666667
855,5115750,Control,F,62.0,0.15,0.38333333333333336,0.0,0.0,0.0
858,7885704,Test,F,65.5,0.15,0.9666666666666667,0.7,1.1833333333333333,3.0
865,2876901,Test,U,54.0,5.85,1.9666666666666666,2.6166666666666667,0.8,4.1
877,2365190,Test,U,29.5,0.16666666666666666,0.5666666666666667,2.816666666666667,4.566666666666666,8.116666666666667
885,730546,Test,F,51.5,0.2833333333333333,0.6666666666666666,0.7666666666666667,0.75,2.466666666666667
890,1860982,Test,U,51.5,0.18333333333333332,0.23333333333333334,0.48333333333333334,1.4166666666666667,2.2
897,1945276,Test,M,50.5,0.26666666666666666,0.23333333333333334,1.0666666666666667,0.9166666666666666,2.3333333333333335
905,1525212,Test,F,33.0,0.6,1.2166666666666666,0.0,0.0,0.0
909,7139038,Test,U,39.0,0.1,0.2833333333333333,1.0166666666666666,0.38333333333333336,1.7833333333333334
914,3678422,Control,M,33.0,0.1,0.1,4.583333333333333,0.5333333333333333,5.316666666666666
920,121354,Test,U,30.5,0.16666666666666666,0.18333333333333332,1.4333333333333333,0.3,2.0833333333333335
925,7597197,Test,F,33.0,0.16666666666666666,0.15,1.75,0.6166666666666667,2.55
933,8806527,Test,U,28.0,5.2,1.3666666666666667,5.35,0.4,3.9
946,4561742,Control,M,44.5,0.43333333333333335,1.0166666666666666,1.7333333333333334,0.5833333333333334,2.816666666666667
955,8011247,Control,M,59.5,0.9,0.2,4.566666666666666,3.316666666666667,8.9
962,6689398,Test,M,68.0,2.9,0.23333333333333334,0.4666666666666667,0.0,0.0
970,5416822,Test,M,39.0,0.18333333333333332,1.0166666666666666,2.3,0.65,4.15
977,3093790,Test,F,69.5,0.26666666666666666,0.6,1.25,15.333333333333334,17.45
982,9625688,Control,M,35.5,0.1,1.1833333333333333,2.1666666666666665,0.5833333333333334,4.033333333333333
989,6055529,Test,U,27.5,0.15,0.06666666666666667,1.45,0.31666666666666665,1.8833333333333333
998,6679780,Test,F,71.5,0.4,0.6166666666666667,1.1,1.7333333333333334,3.85
1005,2668008,Control,U,34.0,0.16666666666666666,0.31666666666666665,1.3166666666666667,0.5333333333333333,2.3333333333333335
1010,9247669,Test,U,38.5,0.95,1.0333333333333334,0.36666666666666664,0.6333333333333333,1.7166666666666666
1029,7704754,Control,M,25.5,6.366666666666666,0.7166666666666667,1.5666666666666667,2.2,8.066666666666666
1038,3455403,Test,M,55.0,0.3,4.783333333333333,0.0,0.0,0.0
1046,3930919,Test,M,35.0,0.05,0.06666666666666667,0.9833333333333333,4.066666666666666,5.166666666666667
1052,2615801,Test,U,27.0,0.13333333333333333,0.35,1.4333333333333333,1.0,2.9166666666666665
1057,4110312,Test,U,66.0,9.966666666666667,5.933333333333334,0.7666666666666667,0.0,0.0
1071,1165994,Control,U,69.0,0.2833333333333333,0.7166666666666667,0.6,0.0,0.0
1075,5650730,Test,M,43.0,0.31666666666666665,0.2833333333333333,1.4166666666666667,0.0,0.0
1082,7695537,Control,U,54.5,0.5666666666666667,0.7666666666666667,2.1166666666666667,1.2166666666666666,4.666666666666667
1089,3545210,Test,F,83.5,0.25,0.4,0.6833333333333333,1376.6,1377.9333333333334
1095,4149206,Control,F,56.0,1.2833333333333334,0.4,0.0,0.0,0.0
1106,3431014,Test,M,43.0,0.06666666666666667,0.4666666666666667,1.35,0.65,2.533333333333333
1112,8972482,Control,M,62.0,0.11666666666666667,0.25,7.183333333333334,0.5,8.05
1117,151444,Control,U,31.0,0.1,0.8833333333333333,1.5166666666666666,0.0,0.0
1123,3778929,Test,F,59.5,9.316666666666666,2.0833333333333335,6.55,0.2833333333333333,11.466666666666667
1134,9341975,Test,U,26.5,0.18333333333333332,0.3333333333333333,0.7333333333333333,1.1166666666666667,2.3666666666666667
1140,9070908,Control,U,54.5,1.05,0.7333333333333333,1.5666666666666667,2.0833333333333335,5.433333333333334
1145,3070720,Control,U,29.5,0.1,0.23333333333333334,0.7833333333333333,1.0,2.1166666666666667
1153,312094,Control,U,21.5,0.11666666666666667,0.1,4.016666666666667,4.233333333333333,8.466666666666667
1158,9435892,Test,M,47.0,0.4,0.7666666666666667,2.85,0.6,4.616666666666666
1163,3270955,Control,U,74.5,0.6666666666666666,0.18333333333333332,0.43333333333333335,3.3833333333333333,4.2
1171,6840204,Test,U,58.0,0.23333333333333334,0.25,0.5666666666666667,0.65,1.5166666666666666
1179,8971654,Control,F,61.5,0.23333333333333334,0.18333333333333332,2.4,1.25,4.066666666666666
1184,7288041,Control,F,32.5,0.8666666666666667,0.2,0.6833333333333333,1.1,2.85
1189,3143881,Control,F,51.0,0.13333333333333333,0.5833333333333334,1.6333333333333333,1.45,3.8
1194,340192,Test,F,73.5,17.633333333333333,2.9,0.43333333333333335,68690.78333333334,68694.48333333334
1205,7845532,Control,F,71.0,0.85,2.066666666666667,0.36666666666666664,15401.15,15404.433333333332
1212,4447192,Control,M,59.0,0.16666666666666666,0.5,0.7833333333333333,1.4,2.85
1217,5119615,Test,F,48.0,0.1,0.0,0.0,0.0,0.0
1224,976546,Control,M,38.5,0.21666666666666667,0.13333333333333333,2.75,2.2333333333333334,5.2
1237,4028430,Control,M,60.0,2.6666666666666665,0.36666666666666664,1.6,0.0,0.0
1253,2519481,Test,M,60.0,2.6166666666666667,0.0,0.0,0.0,0.0
1263,3362778,Test,F,61.0,0.38333333333333336,0.5166666666666667,0.65,0.0,0.0
1272,5687972,Test,M,34.5,0.05,0.26666666666666666,1.5,0.5333333333333333,2.35
1277,8676893,Test,F,60.5,0.13333333333333333,0.8,0.7,1.3833333333333333,3.0166666666666666
1283,4399072,Test,F,57.5,0.06666666666666667,1.0166666666666666,0.7166666666666667,3.4166666666666665,5.216666666666667
1289,7705023,Control,F,44.0,0.11666666666666667,0.9,1.6166666666666667,0.55,3.183333333333333
1295,4260236,Control,F,60.0,0.23333333333333334,2.6166666666666667,3.1333333333333333,6.883333333333334,12.866666666666667
1302,8368220,Test,U,28.5,0.18333333333333332,1.0333333333333334,1.1333333333333333,0.8,3.15
1307,6929446,Test,M,83.0,0.36666666666666664,0.5833333333333334,0.8333333333333334,0.0,0.0
1311,1524426,Control,U,36.0,0.26666666666666666,0.0,0.0,0.0,0.0
1314,6770720,Control,M,62.5,0.55,0.38333333333333336,1.7333333333333334,3.65,6.233333333333333
1322,5572217,Test,F,47.5,0.13333333333333333,0.48333333333333334,0.75,0.48333333333333334,1.85
1327,3604010,Test,U,52.5,0.8333333333333334,0.31666666666666665,1.55,2.5166666666666666,5.0
1334,8506583,Test,F,27.5,0.08333333333333333,0.16666666666666666,1.0333333333333334,0.36666666666666664,1.65
1339,4853148,Test,F,61.5,0.15,0.4166666666666667,0.4166666666666667,0.8,1.7833333333333334
1353,7307378,Control,M,69.5,10.516666666666667,1.2833333333333334,0.8,7.966666666666667,20.566666666666666
1358,929350,Control,M,72.5,9.683333333333334,1.0,0.85,4.883333333333334,7.716666666666667
1366,1435050,Control,F,52.5,1.0166666666666666,3.9,1.4166666666666667,0.5166666666666667,2.6
1376,929038,Test,U,60.5,4.033333333333333,2.033333333333333,1.7166666666666666,2.033333333333333,4.1
1389,5205837,Control,M,56.5,0.7833333333333333,0.3,3.45,1.7333333333333334,6.266666666666667
1394,5754354,Test,F,38.5,0.06666666666666667,0.3,1.0833333333333333,11210.483333333334,11211.933333333332
1408,4231609,Control,U,45.0,0.15,0.0,0.0,0.0,0.0
1410,493194,Control,U,57.5,0.36666666666666664,0.15,0.3,1.0166666666666666,1.8333333333333333
1415,3706067,Test,U,76.0,4.266666666666667,3.05,0.4,0.0,0.0
1421,5474772,Test,F,66.5,0.38333333333333336,0.6,0.55,1.8166666666666667,3.35
1426,3937930,Test,U,66.5,0.35,0.5833333333333334,0.5333333333333333,7234.033333333334,7235.5
1437,3767937,Test,M,53.0,2.65,0.06666666666666667,13.766666666666667,0.0,0.0
1446,278839,Test,F,62.0,0.36666666666666664,0.0,0.0,0.0,0.0
1448,9989642,Control,U,63.0,0.7166666666666667,0.25,0.0,0.0,0.0
1453,8789491,Test,U,22.0,2.8666666666666667,0.16666666666666666,1.4833333333333334,0.7666666666666667,5.066666666666666
1461,692622,Control,U,25.0,1.1666666666666667,1.05,1.9666666666666666,0.6333333333333333,2.7666666666666666
1470,8253877,Test,M,36.5,0.18333333333333332,0.23333333333333334,1.1666666666666667,1.5666666666666667,3.05
1478,1168373,Control,M,61.0,0.11666666666666667,0.8,0.8,47530.26666666667,47531.98333333333
1486,5981232,Test,F,44.0,0.06666666666666667,1.45,2.3833333333333333,0.0,0.0
1492,461846,Control,F,78.5,1.3833333333333333,0.38333333333333336,0.7833333333333333,1.7333333333333334,2.25
1504,9821262,Test,M,65.5,0.11666666666666667,0.3,0.4166666666666667,1391.15,1391.9833333333333
1511,416346,Test,F,59.5,0.18333333333333332,3.316666666666667,1.1333333333333333,0.5166666666666667,5.15
1516,7185880,Test,M,48.0,0.21666666666666667,0.0,0.0,0.0,0.0
1518,3460496,Control,F,62.0,0.8833333333333333,1.4666666666666666,2.8666666666666667,0.0,0.0
1524,9262445,Test,U,47.0,0.15,0.0,0.0,0.0,0.0
1526,171583,Test,F,44.0,0.95,0.75,1.2166666666666666,1.3833333333333333,4.3
1534,7412471,Control,F,27.0,0.4166666666666667,0.65,4.55,0.4666666666666667,1.5833333333333333
